name,sector_label,side,institution,institution_source,safety_tenure,leads_work,works_total,papers,posts,strong_works,confidence,citations,post_score,af_posts,tier,first_year,last_year,cluster_name,topics,sources,openalex_id,lw_slug,top_1,top_1_url,top_2,top_2_url,top_3,top_3_url,recent_1,recent_1_url
Taeyang Yoon,Academia,academia,Dongguk University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Quest, Mediator, Surveying",Explainable Artificial Intelligence (XAI); Adversarial Robustness in Machine Learning; Topic Modeling,openalex,https://openalex.org/A5022745361,,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://arxiv.org/abs/2605.28825,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://doi.org/10.48550/arxiv.2605.28825,,,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://arxiv.org/abs/2605.28825
Ju-Wan Lee,Academia,academia,Dongguk University,paper affiliation,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Quest, Mediator, Surveying",Explainable Artificial Intelligence (XAI); Adversarial Robustness in Machine Learning; Topic Modeling,openalex,https://openalex.org/A5137315449,,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://arxiv.org/abs/2605.28825,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://doi.org/10.48550/arxiv.2605.28825,,,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,https://arxiv.org/abs/2605.28825
Philip Pepper,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Human-Ai, Architecture, Collaboration",Advanced Software Engineering Methodologies; Modular Robots and Swarm Intelligence; Formal Methods in Verification,openalex,https://openalex.org/A5135964911,,Coupling Architecture and Endogenous Assessment in AI Alignment,https://doi.org/10.5281/zenodo.20486175,Coupling Architecture and Endogenous Assessment in AI Alignment,https://doi.org/10.5281/zenodo.20486176,,,Coupling Architecture and Endogenous Assessment in AI Alignment,https://doi.org/10.5281/zenodo.20486175
Allan Ochola,Academia,academia,Kenyatta University,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Neuropsychology, Integrative, Biological",Evolutionary Game Theory and Cooperation; Artificial Immune Systems Applications; Reinforcement Learning in Robotics,openalex,https://openalex.org/A5133315554,,Biological Cooperation as a Model for Stable AI Alignment: An Evolutionary Game Theory Approach,https://doi.org/10.5281/zenodo.19483740,Biological Cooperation as a Model for Stable AI Alignment: An Evolutionary Game Theory Approach,https://doi.org/10.5281/zenodo.19483741,,,Biological Cooperation as a Model for Stable AI Alignment: An Evolutionary Game Theory Approach,https://doi.org/10.5281/zenodo.19483740
Vijayakumar Varadarajan,No affiliation on indexed works,other,UNSW Sydney,paper affiliation,mid,2,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Neuropsychology, Integrative, Biological",Evolutionary Game Theory and Cooperation; Artificial Immune Systems Applications; Reinforcement Learning in Robotics,openalex,https://openalex.org/A5079751727,,Biological Cooperation as a Model for Stable AI Alignment: An Evolutionary Game Theory Approach,https://doi.org/10.5281/zenodo.19483740,Biological Cooperation as a Model for Stable AI Alignment: An Evolutionary Game Theory Approach,https://doi.org/10.5281/zenodo.19483741,,,Biological Cooperation as a Model for Stable AI Alignment: An Evolutionary Game Theory Approach,https://doi.org/10.5281/zenodo.19483740
Ralph Ennis,No affiliation on indexed works,other,North Carolina Clinical Research,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence","Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Explainable Artificial Intelligence (XAI); Neuroethics, Human Enhancement, Biomedical Innovations; Free Will and Agency",openalex,https://openalex.org/A5140610060,,"A Layered Terminal-goal Framework for AI Alignment Quantilized Optimization, Irrevocable Constraints, and a Conformance Regime",https://doi.org/10.2139/ssrn.7450406,The Corrigible Servant,https://doi.org/10.2139/ssrn.7276718,,,"A Layered Terminal-goal Framework for AI Alignment Quantilized Optimization, Irrevocable Constraints, and a Conformance Regime",https://doi.org/10.2139/ssrn.7450406
Jacob Charnock,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Artificial Intelligence in Healthcare and Education,openalex,https://openalex.org/A5123522146,,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,http://arxiv.org/abs/2601.11916,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,https://doi.org/10.48550/arxiv.2601.11916,,,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,http://arxiv.org/abs/2601.11916
Alejandro Tlaie,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Artificial Intelligence in Healthcare and Education,openalex,https://openalex.org/A5123526998,,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,http://arxiv.org/abs/2601.11916,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,https://doi.org/10.48550/arxiv.2601.11916,,,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,http://arxiv.org/abs/2601.11916
Aidan Homewood,No affiliation on indexed works,other,,,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Existential, Timelines, Superintelligence",Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Artificial Intelligence in Healthcare and Education,openalex,https://openalex.org/A5123483676,,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,http://arxiv.org/abs/2601.11916,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,https://doi.org/10.48550/arxiv.2601.11916,,,Expanding External Access To Frontier AI Models For Dangerous Capability Evaluations,http://arxiv.org/abs/2601.11916
Ying Su,Academia,academia,University of Hong Kong,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5103703430,,Jailbreaking Large Language Models with Morality Attacks,https://doi.org/10.48550/arxiv.2604.17053,Jailbreaking Large Language Models with Morality Attacks,https://arxiv.org/abs/2604.17053,,,Jailbreaking Large Language Models with Morality Attacks,https://doi.org/10.48550/arxiv.2604.17053
Mingen Zheng,Academia,academia,University of Hong Kong,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Ethics and Social Impacts of AI; Adversarial Robustness in Machine Learning; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5134210871,,Jailbreaking Large Language Models with Morality Attacks,https://doi.org/10.48550/arxiv.2604.17053,Jailbreaking Large Language Models with Morality Attacks,https://arxiv.org/abs/2604.17053,,,Jailbreaking Large Language Models with Morality Attacks,https://doi.org/10.48550/arxiv.2604.17053
Jinman Wu,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Advanced Malware Detection Techniques; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5128560462,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,https://doi.org/10.48550/arxiv.2603.05772,,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772
Yi Xie,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Advanced Malware Detection Techniques; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5128422693,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,https://doi.org/10.48550/arxiv.2603.05772,,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772
Shiqian Zhao,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Advanced Malware Detection Techniques; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5128575160,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,https://doi.org/10.48550/arxiv.2603.05772,,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772
Xiaofeng Chen,No affiliation on indexed works,other,,,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Advanced Malware Detection Techniques; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5039525839,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,https://doi.org/10.48550/arxiv.2603.05772,,,Depth Charge: Jailbreak Large Language Models from Deep Safety Attention Heads,http://arxiv.org/abs/2603.05772
Pengtao Kou,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Hate Speech and Cyberbullying Detection; Topic Modeling,openalex,https://openalex.org/A5074038068,,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,http://arxiv.org/abs/2601.05466,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.05466,,,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,http://arxiv.org/abs/2601.05466
Jincheng An,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Hate Speech and Cyberbullying Detection; Topic Modeling,openalex,https://openalex.org/A5101180615,,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,http://arxiv.org/abs/2601.05466,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,https://doi.org/10.48550/arxiv.2601.05466,,,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,http://arxiv.org/abs/2601.05466
Yebo Cao,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2024,2024,"Medicine, Real-World, Insights",Digital and Cyber Forensics; Artificial Intelligence in Law; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5101334123,,Hide Your Malicious Goal Into Benign Narratives: Jailbreak Large Language Models through Carrier Articles,http://arxiv.org/abs/2408.11182,Hidden You Malicious Goal Into Benign Narratives: Jailbreak Large Language Models through Logic Chain Injection,http://arxiv.org/abs/2404.04849,,,Hide Your Malicious Goal Into Benign Narratives: Jailbreak Large Language Models through Carrier Articles,http://arxiv.org/abs/2408.11182
Zehao Liu,No affiliation on indexed works,other,,,early,0,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Misinformation and Its Impacts; Mental Health via Writing,openalex,https://openalex.org/A5007848499,,"Breaking Minds, Breaking Systems: Jailbreaking Large Language Models via Human-like Psychological Manipulation",http://arxiv.org/abs/2512.18244,"Breaking Minds, Breaking Systems: Jailbreaking Large Language Models via Human-like Psychological Manipulation",https://doi.org/10.48550/arxiv.2512.18244,,,"Breaking Minds, Breaking Systems: Jailbreaking Large Language Models via Human-like Psychological Manipulation",http://arxiv.org/abs/2512.18244
Xi Lin,No affiliation on indexed works,other,,,mid,2,2,2,0,2,high,0,0,0,2-3 works,2025,2025,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Misinformation and Its Impacts; Mental Health via Writing,openalex,https://openalex.org/A5121158307,,"Breaking Minds, Breaking Systems: Jailbreaking Large Language Models via Human-like Psychological Manipulation",http://arxiv.org/abs/2512.18244,"Breaking Minds, Breaking Systems: Jailbreaking Large Language Models via Human-like Psychological Manipulation",https://doi.org/10.48550/arxiv.2512.18244,,,"Breaking Minds, Breaking Systems: Jailbreaking Large Language Models via Human-like Psychological Manipulation",http://arxiv.org/abs/2512.18244
Xiaojun Jia,Academia,academia,Nanyang Technological University,paper affiliation,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Multimodal Machine Learning Applications; Explainable Artificial Intelligence (XAI),openalex,https://openalex.org/A5122394413,,GAMBIT: A Gamified Jailbreak Framework for Multimodal Large Language Models,https://arxiv.org/abs/2601.03416,GAMBIT: A Gamified Jailbreak Framework for Multimodal Large Language Models,https://doi.org/10.48550/arxiv.2601.03416,,,GAMBIT: A Gamified Jailbreak Framework for Multimodal Large Language Models,https://arxiv.org/abs/2601.03416
Yeonjea Kim,No affiliation on indexed works,other,Korea Advanced Institute of Science and Technology,paper affiliation,early,0,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Topic Modeling; Adversarial Robustness in Machine Learning; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5129665539,,Incomplete Prompt Jailbreaks in Large Language Models,https://arxiv.org/abs/2607.20473,Incomplete Prompt Jailbreaks in Large Language Models,https://doi.org/10.48550/arxiv.2607.20473,,,Incomplete Prompt Jailbreaks in Large Language Models,https://arxiv.org/abs/2607.20473
J H Choi,No affiliation on indexed works,other,Korea Advanced Institute of Science and Technology,paper affiliation,mid,2,2,2,0,2,high,0,0,0,2-3 works,2026,2026,"Medicine, Real-World, Insights",Topic Modeling; Adversarial Robustness in Machine Learning; Hate Speech and Cyberbullying Detection,openalex,https://openalex.org/A5113468057,,Incomplete Prompt Jailbreaks in Large Language Models,https://arxiv.org/abs/2607.20473,Incomplete Prompt Jailbreaks in Large Language Models,https://doi.org/10.48550/arxiv.2607.20473,,,Incomplete Prompt Jailbreaks in Large Language Models,https://arxiv.org/abs/2607.20473
